#  Long.    Lat.      Ve       Vn     Se     Sn    Cne  Sta.      Source
 82.875  46.824   1.480    2.020  0.179  0.211 	0.000  XJTC  This_study     
 82.928  44.623   1.840    6.890  0.384  0.344 	0.000  I042  This_study     
 82.979  41.725   4.990   10.710  0.151  0.174 	0.000  XJKC  This_study     
 82.993  36.739  -2.580   13.930  0.414  0.439 	0.000  I069  This_study     
 83.041  41.958   3.980    7.140  1.299  1.905 	0.000  I382  This_study     
 83.129  42.136   2.580    8.650  0.624  0.493 	0.000  I054  This_study     
 83.159  38.257  -1.880   12.550  0.492  0.701 	0.000  I065  This_study     
 83.189  41.082   2.800   12.250  1.796  2.402 	0.000  I390  This_study     
 83.240  29.800   5.420   22.470  1.521  1.402 	0.000  J326  This_study     
 83.257  43.398   3.600    6.960  0.186  0.204 	0.000  XJXY  This_study     
 83.325  32.411   8.410   19.010  1.318  2.242 	0.000  J327  This_study     
 83.556  30.769   7.090   22.490  2.326  3.130 	0.000  J328  This_study     
 83.595  45.937   2.040    4.180  0.363  0.418 	0.000  I038  This_study     
 83.600  36.723  -2.420   17.710  1.412  1.895 	0.000  I415  This_study     
 83.610  39.015  -0.270   12.090  0.297  0.510 	0.000  I064  This_study     
 83.612  46.560   1.810    2.390  1.139  1.340 	0.000  I314  This_study     
 83.680  31.650   9.825   20.661  1.368  1.262 	0.000  J329  This_study     
 83.686  42.692   3.050    9.800  1.982  1.228 	0.000  I376  This_study     
 83.693  44.348   3.780    4.420  1.676  1.208 	0.000  I422  This_study     
 83.716  42.829   4.620    7.330  0.186  0.235 	0.000  XJBY  This_study     
 83.779  35.347   6.100   18.350  1.059  1.095 	0.000  J333  This_study     
 83.811  37.594  -1.900   12.510  0.410  0.191 	0.000  I066  This_study     
 83.848  45.517   3.890    3.470  0.669  1.361 	0.000  I326  This_study     
 83.911  44.472   3.090    5.880  0.271  0.344 	0.000  I043  This_study     
 83.974  31.034   8.810   21.490  1.798  2.473 	0.000  J330  This_study     
 84.020  33.164   9.040   17.750  2.483  2.905 	0.000  J331  This_study     
 84.039  29.721   5.910   25.020  1.015  2.092 	0.000  J332  This_study     
 84.071  32.292  10.420   19.510  0.445  0.367 	0.000  XZGZ  This_study     
 84.129  32.297   7.700   20.340  0.435  0.384 	0.000  J043  This_study     
 84.156  29.680   9.300   23.080  0.461  0.337 	0.000  XZZB  This_study     
 84.157  43.029   2.940    8.740  0.412  0.626 	0.000  I053  This_study     
 84.245  41.780   2.070   12.690  0.337  0.418 	0.000  I056  This_study     
 84.310  46.900   2.410    0.650  1.255  0.755 	0.000  I313  This_study     
 84.334  43.652   2.670    8.270  0.732  0.616 	0.000  I045  This_study     
 84.337  40.217   0.420   11.730  0.259  0.350 	0.000  I063  This_study     
 84.394  44.216   3.550    6.350  1.580  2.637 	0.000  I349  This_study     
 84.425  42.055   2.030   11.080  2.855  0.612 	0.000  I378  This_study     
 84.426  42.775   3.080    8.340  1.288  0.874 	0.000  I373  This_study     
 84.524  37.133   1.630   12.780  1.434  1.313 	0.000  I412  This_study     
 84.542  43.269   2.450    7.850  0.398  0.296 	0.000  I051  This_study     
 84.788  44.168   3.400    4.860  1.266  1.160 	0.000  I345  This_study     
 84.827  35.467   6.650   16.380  0.850  0.990 	0.000  J343  This_study     
 84.852  45.630   2.320    5.100  0.598  0.323 	0.000  I039  This_study     
 84.867  44.352   2.680    7.980  0.716  0.476 	0.000  I044  This_study     
 84.886  44.311   5.140    6.890  0.153  0.187 	0.000  XJDS  This_study     
 85.071  31.354  10.060   22.690  1.130  1.922 	0.000  J334  This_study     
 85.198  30.688   9.960   23.140  1.365  2.589 	0.000  J336  This_study     
 85.270  32.022   9.140   22.100  1.342  2.385 	0.000  J335  This_study     
 85.402  44.248   3.550    5.700  0.739  0.966 	0.000  I341  This_study     
 85.442  28.959   9.230   25.340  0.494  0.691 	0.000  J040  This_study     
 85.500  43.113   3.700    7.140  0.916  1.266 	0.000  I368  This_study     
 85.518  41.908   3.120    9.680  0.417  0.646 	0.000  I030  This_study     
 85.530  38.119  -0.150    9.510  0.214  0.225 	0.000  XJQM  This_study     
 85.538  38.081  -1.210   11.750  0.233  0.211 	0.000  JB46  This_study     
 85.575  38.065  -0.240   12.520  1.349  1.300 	0.000  I405  This_study     
 85.597  43.950   4.440    6.500  1.250  1.289 	0.000  I348  This_study     
 85.640  29.441   9.900   24.840  2.168  1.970 	0.000  J337  This_study     
 85.645  48.213   2.830    2.220  1.361  1.133 	0.000  I303  This_study     
 85.693  29.961  11.840   24.570  2.335  2.208 	0.000  J338  This_study     
 85.706  46.791   2.970    3.230  0.892  0.316 	0.000  I016  This_study     
 85.714  35.470   4.280   19.730  1.050  3.235 	0.000  J344  This_study     
 85.870  47.436   0.880    4.050  0.480  0.401 	0.000  I014  This_study     
 85.975  28.149  10.100   27.330  1.026  0.718 	0.000  J041  This_study     
 86.058  43.034   2.910    7.760  1.638  1.160 	0.000  I361  This_study     
 86.081  46.483   3.720    4.370  1.170  1.201 	0.000  I316  This_study     
 86.106  44.208   4.510    5.450  0.148  0.180 	0.000  XJSH  This_study     
 86.148  44.966   3.700    3.220  1.379  0.932 	0.000  I333  This_study     
 86.171  37.588   2.720   13.520  1.151  1.085 	0.000  I408  This_study     
 86.190  41.792   4.290    9.020  0.217  0.214 	0.000  XJKE  This_study     
 86.223  44.295   3.110    7.590  0.341  0.242 	0.000  I023  This_study     
 86.261  42.641   2.860    7.530  1.201  1.470 	0.000  I374  This_study     
 86.301  45.445   2.740    3.750  1.980  1.565 	0.000  I323  This_study     
 86.363  42.350   2.980    9.060  0.355  0.235 	0.000  I028  This_study     
 86.373  46.276   3.840    4.370  1.610  0.932 	0.000  I320  This_study     
 86.387  28.687   9.780   25.700  1.483  1.878 	0.000  J339  This_study     
 86.405  48.052   0.350    4.420  0.796  0.871 	0.000  I008  This_study     
 86.442  31.927  12.710   20.730  0.560  0.810 	0.000  J036  This_study     
 86.481  43.901   5.090    6.470  0.445  0.748 	0.000  I350  This_study     
 86.521  30.001  11.680   20.740  2.222  1.847 	0.000  J340  This_study     
 86.605  42.049   3.860    8.870  1.542  1.116 	0.000  I380  This_study     
 86.609  47.097   1.080    4.910  1.337  0.432 	0.000  I013  This_study     
 86.618  48.283   2.010    2.670  2.846  1.204 	0.000  I304  This_study     
 86.719  42.923   5.060    7.700  0.186  0.211 	0.000  XJWL  This_study     
 86.809  48.695   1.230    1.990  1.410  1.347 	0.000  I301  This_study     
 86.856  47.695   2.580    4.020  0.165  0.197 	0.000  XJBE  This_study     
 86.941  28.357  12.220   25.530  0.546  0.412 	0.000  XZZF  This_study     
 86.966  43.512   4.990    5.690  1.330  1.286 	0.000  I355  This_study     
 86.967  28.392   9.710   25.670  0.370  0.371 	0.000  JB54  This_study     
 86.977  38.508   0.050    9.360  0.494  0.806 	0.000  I035  This_study     
 87.004  30.619  13.540   21.970  1.095  2.290 	0.000  J342  This_study     
 87.060  28.587  10.260   25.230  0.800  1.150 	0.000  J030  This_study     
 87.086  29.320  11.480   23.880  0.591  0.949 	0.000  J038  This_study     
 87.165  48.111   3.200    2.160  0.850  0.806 	0.000  I305  This_study     
 87.167  31.203  15.380   21.350  1.189  2.147 	0.000  J341  This_study     
 87.171  43.265   3.100    7.880  0.275  0.255 	0.000  I026  This_study     
 87.184  29.269  12.900   22.040  0.318  0.252 	0.000  XZAR  This_study     
 87.194  40.835   1.460    9.080  0.497  0.242 	0.000  I032  This_study     
 87.234  31.796  16.050   21.010  1.509  1.507 	0.000  XZNM  This_study     
 87.279  42.248   4.160    8.530  0.596  0.517 	0.000  I029  This_study     
 87.355  31.602  15.720   21.450  2.373  2.307 	0.000  J345  This_study     
 87.409  43.506   3.890    7.340  1.664  1.439 	0.000  I359  This_study     
 87.436  41.292   4.680    8.510  0.770  0.789 	0.000  I387  This_study     
 87.457  48.575   1.380    3.490  1.201  1.749 	0.000  I302  This_study     
 87.515  47.134   1.520    5.850  0.424  0.521 	0.000  I012  This_study     
 87.521  47.743   2.390    4.240  0.892  1.041 	0.000  I307  This_study     
 87.601  43.808   3.070    7.370  0.144  0.177 	0.000  URUM  This_study     
 87.766  31.891  15.130   20.180  0.393  0.347 	0.000  JB53  This_study     
 87.769  28.538  17.040   28.630  4.014  2.283 	0.000  J346  This_study     
 87.787  47.746   1.450    3.640  1.332  0.823 	0.000  I308  This_study     
 87.819  45.671   3.890    4.780  0.765  1.232 	0.000  I325  This_study     
 87.855  42.817   2.340    5.740  1.518  1.269 	0.000  I371  This_study     
 87.887  47.409   1.220    3.500  1.040  0.908 	0.000  I311  This_study     
 87.934  46.509   2.740    3.370  0.970  1.146 	0.000  I318  This_study     
 87.939  44.152   3.320    6.850  0.353  0.310 	0.000  I021  This_study     
 87.958  43.515   3.440    4.850  2.116  1.194 	0.000  I358  This_study     
 88.135  47.856   2.330    4.300  0.177  0.225 	0.000  XJAL  This_study     
 88.166  47.777   1.500    4.470  0.939  0.697 	0.000  I306  This_study     
 88.171  39.022   2.580    7.950  0.177  0.191 	0.000  XJRQ  This_study     
 88.184  39.024   1.440    9.500  0.532  0.327 	0.000  I034  This_study     
 88.200  42.249   5.130    7.230  1.448  0.731 	0.000  I379  This_study     
 88.214  39.276   3.960    9.740  1.064  1.786 	0.000  I398  This_study     
 88.238  29.429  12.440   29.300  3.818  1.633 	0.000  J347  This_study     
 88.251  40.268   1.590    8.690  0.344  0.439 	0.000  I033  This_study     
 88.318  43.353   3.260    7.970  0.701  0.350 	0.000  I025  This_study     
 88.512  43.121   5.180    5.330  1.349  0.864 	0.000  I367  This_study     
 88.560  28.244  12.350   25.880  0.294  0.697 	0.000  J029  This_study     
 88.630  42.816   3.100    6.670  0.494  0.388 	0.000  I027  This_study     
 88.639  30.629  14.030   21.530  1.634  1.306 	0.000  J349  This_study     
 88.650  47.553   2.610    4.000  1.168  0.939 	0.000  I309  This_study     
 88.672  33.258  15.560   18.000  1.419  1.820 	0.000  J348  This_study     
 88.694  31.129  16.400   20.220  0.301  0.503 	0.000  J026  This_study     
 88.748  44.204   1.900    6.360  1.674  0.953 	0.000  I342  This_study     
 88.837  29.359  13.800   23.100  0.480  0.561 	0.000  J037  This_study     
 88.847  47.087   2.550    5.310  1.624  1.476 	0.000  I312  This_study     
 88.865  29.249  14.920   22.020  0.367  0.347 	0.000  XZRK  This_study     
 88.906  27.437  14.630   31.390  0.683  0.619 	0.000  XZYD  This_study     
 88.931  38.988   1.077    8.411  1.561  1.456 	0.000  I400  This_study     
 89.005  44.922   1.640    5.700  1.146  0.272 	0.000  I019  This_study     
 89.028  31.428  15.670   19.820  1.923  1.728 	0.000  J350  This_study     
 89.050  43.858   3.650    5.710  0.857  1.596 	0.000  I351  This_study     
 89.154  27.721  13.110   29.000  0.268  0.565 	0.000  J042  This_study     
 89.196  38.717  -0.080    7.770  0.428  1.201 	0.000  G172  This_study     
 89.197  31.985  16.660   18.300  0.450  0.388 	0.000  J035  This_study     
 89.305  27.931  13.730   30.210  3.086  3.130 	0.000  J352  This_study     
 89.310  43.209   4.260    5.730  1.003  1.323 	0.000  I364  This_study     
 89.339  38.110   8.300   10.620  1.942  1.286 	0.000  G333  This_study     
 89.430  45.393   3.220    4.450  1.283  1.082 	0.000  I328  This_study     
 89.511  46.994   1.690    5.670  0.388  0.340 	0.000  I011  This_study     
 89.517  46.086   2.620    5.520  0.920  1.174 	0.000  I322  This_study     
 89.556  28.911  14.020   24.630  0.334  0.412 	0.000  J039  This_study     
 89.557  38.517   4.870    8.470  1.956  1.579 	0.000  G322  This_study     
 89.619  43.996   3.870    6.070  0.414  0.514 	0.000  I020  This_study     
 89.627  28.315  16.790   26.670  1.116  1.228 	0.000  J353  This_study     
 89.645  42.824   5.220    6.560  1.516  0.527 	0.000  I370  This_study     
 89.650  47.347   1.380    4.160  1.349  0.857 	0.000  I310  This_study     
 89.693  46.433   2.440    4.700  0.468  1.140 	0.000  I317  This_study     
 89.794  47.201   4.020    5.350  0.579  0.497 	0.000  I010  This_study     
 89.868  38.439   5.910    9.620  1.031  0.796 	0.000  G324  This_study     
 89.911  28.619  16.100   27.920  1.457  1.065 	0.000  J356  This_study     
 89.933  46.977   3.060    3.700  0.982  1.041 	0.000  I421  This_study     
 89.986  44.617   3.660    4.350  1.584  1.010 	0.000  I336  This_study     
 90.021  31.357  17.020   20.190  1.662  1.374 	0.000  J354  This_study     
 90.069  30.517  15.960   19.390  1.346  1.143 	0.000  J355  This_study     
 90.075  31.420  18.480   18.450  1.043  1.701 	0.000  J351  This_study     
 90.096  45.074   4.080    4.000  0.645  0.820 	0.000  I335  This_study     
 90.102  38.351   8.890   11.320  0.857  0.823 	0.000  G326  This_study     
 90.107  28.932  14.560   23.900  1.354  1.415 	0.000  J357  This_study     
 90.145  45.920   3.010    5.510  0.539  1.167 	0.000  I324  This_study     
 90.154  29.444  17.700   22.420  0.979  1.408 	0.000  J358  This_study     
 90.154  46.059   2.570    6.070  0.280  0.398 	0.000  I017  This_study     
 90.215  45.559   3.980    4.700  0.709  1.034 	0.000  I327  This_study     
 90.257  42.893   4.980    5.640  0.158  0.194 	0.000  XJSS  This_study     
 90.267  29.324  17.830   22.190  0.996  2.011 	0.000  J359  This_study     
 90.269  38.286   8.720   11.120  0.864  0.946 	0.000  G328  This_study     
 90.296  43.809   5.210    5.000  0.179  0.174 	0.000  XJML  This_study     
 90.343  46.683   2.400    4.230  0.268  0.381 	0.000  I015  This_study     
 90.433  46.290   3.870    4.370  0.767  0.966 	0.000  I319  This_study     
 90.511  44.481   5.230    4.470  0.749  0.497 	0.000  I329  This_study     
 90.551  30.088  18.700   18.280  0.711  0.922 	0.000  J027  This_study     
 90.558  28.419  14.950   24.070  0.996  0.364 	0.000  J033  This_study     
 90.562  30.206  18.370   19.320  2.253  2.160 	0.000  J360  This_study     
 90.728  38.869   4.140    8.490  1.125  1.609 	0.000  G316  This_study     
 90.801  38.475   7.620    9.360  0.353  0.344 	0.000  QHMY  This_study     
 90.804  38.287   8.010   10.410  1.029  0.517 	0.000  G171  This_study     
 90.819  32.005  21.300   14.730  1.695  1.238 	0.000  J361  This_study     
 90.825  46.170   3.120    4.460  0.847  1.031 	0.000  I321  This_study     
 90.899  31.446  19.780   15.080  0.855  1.766 	0.000  J362  This_study     
 90.918  37.025   9.660   11.600  1.394  0.687 	0.000  G339  This_study     
 90.979  46.151   4.420    4.750  0.320  0.395 	0.000  XJQH  This_study     
 90.982  38.588   6.040    9.220  0.490  0.483 	0.000  JB32  This_study     
 91.097  30.480  19.030   15.440  0.567  0.466 	0.000  XZDX  This_study     
 91.104  29.657  19.420   18.530  0.056  0.051 	0.000  LHAZ  This_study     
 91.105  32.012  20.860   13.900  0.438  0.456 	0.000  J025  This_study     
 91.112  30.479  18.960   17.660  0.424  0.480 	0.000  J021  This_study     
 91.172  43.756   5.420    4.340  1.476  1.123 	0.000  I334  This_study     
 91.330  41.015   6.020    6.920  0.918  0.956 	0.000  I389  This_study     
 91.474  43.485   3.740    5.620  0.386  0.555 	0.000  I003  This_study     
 91.500  38.760   3.499    7.189  1.587  1.466 	0.000  G319  This_study     
 91.654  30.903  21.550   15.150  1.172  1.806 	0.000  J363  This_study     
 91.675  32.246  21.440   12.310  0.377  0.412 	0.000  J018  This_study     
 91.677  37.853   8.690   11.700  2.029  1.541 	0.000  G335  This_study     
 91.695  31.865  22.980   13.540  1.796  1.701 	0.000  J364  This_study     
 91.787  31.229  20.850   14.820  1.478  1.163 	0.000  J365  This_study     
 91.846  32.560  22.690   11.780  1.669  1.609 	0.000  J366  This_study     
 91.886  37.038   9.840   11.860  1.003  0.857 	0.000  G347  This_study     
 91.889  28.960  19.100   18.630  1.629  2.028 	0.000  J367  This_study     
 91.910  27.971  15.740   20.320  0.473  0.255 	0.000  J034  This_study     
 91.920  32.873  22.790   11.450  1.224  1.286 	0.000  J369  This_study     
 91.949  33.478  21.400   11.840  1.565  1.650 	0.000  J368  This_study     
 91.985  32.986  21.890   10.870  0.471  0.378 	0.000  JB52  This_study     
 92.068  31.509  22.780   12.880  0.419  0.483 	0.000  J020  This_study     
 92.109  31.492  22.220   11.360  0.563  0.527 	0.000  XZNQ  This_study     
 92.231  44.181   4.770    4.350  0.909  1.361 	0.000  I344  This_study     
 92.352  33.953  23.050   10.350  1.530  0.837 	0.000  J427  This_study     
 92.364  43.257   5.050    4.470  0.902  0.840 	0.000  I366  This_study     
 92.399  28.422  18.320   16.940  0.346  0.503 	0.000  J032  This_study     
 92.419  38.072   7.350   10.250  2.076  2.300 	0.000  G332  This_study     
 92.438  34.207  22.740   11.370  1.029  0.538 	0.000  J016  This_study     
 92.438  34.217  22.130    9.560  0.290  0.282 	0.000  QHTT  This_study     
 92.606  34.373  22.630    8.910  0.742  1.024 	0.000  J370  This_study     
 92.731  34.462  20.390   10.750  0.737  2.228 	0.000  J371  This_study     
 92.830  31.794  21.920   10.090  2.655  1.167 	0.000  J373  This_study     
 92.870  30.751  22.430   11.380  0.311  0.350 	0.000  J028  This_study     
 92.941  34.832  21.220    6.110  3.844  1.970 	0.000  J372  This_study     
 92.997  43.602   2.990    4.720  0.666  0.401 	0.000  I002  This_study     
 93.003  39.287   3.170    6.370  0.419  0.442 	0.000  G165  This_study     
 93.052  35.088  17.140   11.670  3.397  1.840 	0.000  JB51  This_study     
 93.073  29.044  18.750   13.640  1.452  1.480 	0.000  J375  This_study     
 93.150  29.940  21.986   12.868  0.671  0.619 	0.000  J022  This_study     
 93.218  30.643  22.830   11.480  1.121  1.939 	0.000  J378  This_study     
 93.331  38.744   7.390    5.830  0.188  0.197 	0.000  QHLH  This_study     
 93.360  35.350  28.602    5.422  1.704  1.483 	0.000  J374  This_study     
 93.412  38.809   8.660    6.890  0.699  0.725 	0.000  JB31  This_study     
 93.425  38.533   4.960    7.650  1.262  1.211 	0.000  G323  This_study     
 93.489  39.645   2.700    5.490  0.271  0.439 	0.000  G163  This_study     
 93.499  37.902   7.220    7.650  0.812  0.966 	0.000  G170  This_study     
 93.588  35.417  26.190    6.690  2.771  1.031 	0.000  J376  This_study     
 93.620  36.746   7.420    9.250  1.193  0.919 	0.000  G346  This_study     
 93.626  42.810   3.970    4.770  0.435  0.429 	0.000  JB43  This_study     
 93.704  43.113   4.460    3.410  0.692  0.980 	0.000  I420  This_study     
 93.999  43.423   4.620    2.580  1.189  1.374 	0.000  I360  This_study     
 94.060  35.620  25.425    2.962  2.006  1.092 	0.000  J377  This_study     
 94.097  31.917  24.770    6.440  1.900  0.452 	0.000  J019  This_study     
 94.101  35.708  14.670    9.830  1.436  1.820 	0.000  J379  This_study     
 94.108  43.987   4.100    3.780  1.050  1.317 	0.000  I347  This_study     
 94.258  39.413   3.910    5.080  0.930  1.245 	0.000  G312  This_study     
 94.311  39.158   6.360    5.140  1.048  1.310 	0.000  G314  This_study     
 94.327  39.616   3.430    3.750  1.276  1.055 	0.000  G311  This_study     
